customer_id,recency,frequency,monetary,segment,churn_risk
13051,206,6,1851.24,Particular,0.564
13052,16,4,1263.49,Particular,0.902
13053,532,4,1339.52,Profesional,0.489
13054,38,4,1057.25,Particular,0.335
13055,306,3,1072.16,Particular,0.727
13056,61,4,1058.26,Particular,0.134
13057,992,3,868.4200000000001,Particular,0.914
13058,8,4,1174.41,Profesional,0.916
13059,6,4,1090.74,Particular,0.579
13060,339,4,1301.62,Particular,0.154
13061,672,2,647.6,Particular,0.452
13062,27,6,1874.18,Particular,0.423
13063,268,3,875.75,Profesional,0.298
13064,442,3,960.74,Particular,0.175
13065,1058,3,660.25,Profesional,0.264
13066,168,2,484.79999999999995,Empresa,0.556
13067,299,2,535.24,Empresa,0.686
13068,643,2,518.63,Particular,0.98
13069,293,4,952.8399999999999,Profesional,0.216
13070,213,8,1794.85,Particular,0.204
13071,230,4,1661.8200000000002,Profesional,0.117
13072,249,4,1046.78,Profesional,0.939
13073,235,7,1819.16,Profesional,0.382
13074,487,4,731.21,Profesional,0.924
13075,46,7,2118.36,Particular,0.889
13076,398,4,1393.44,Particular,0.044
13077,13,3,795.39,Particular,0.28
13078,302,2,851.77,Profesional,0.303
13079,177,3,1159.52,Particular,0.277
13080,69,6,1580.47,Particular,0.425
13081,169,3,834.81,Particular,0.499
13082,15,2,673.98,Particular,0.758
13083,163,2,500.9,Profesional,0.268
13084,596,5,1617.94,Particular,0.299
13085,1273,2,476.09000000000003,Profesional,0.599
13086,138,5,2012.3899999999999,Particular,0.179
13087,122,4,1289.44,Profesional,0.473
13088,97,4,1160.87,Particular,0.251
13089,298,7,2145.62,Particular,0.198
13090,215,5,975.11,Profesional,0.796
13091,557,3,819.17,Particular,0.707
13092,297,8,2113.19,Particular,0.25
13093,135,6,1319.31,Particular,0.415
13094,505,2,597.54,Particular,0.154
13095,56,4,1267.3,Particular,0.053
13096,605,3,774.63,Particular,0.585
13097,125,3,704.98,Particular,0.364
13098,10,5,1389.57,Particular,0.207
13099,139,2,185.75,Particular,0.115
13100,1316,1,45.24,Particular,0.68
13101,502,3,356.2,Empresa,0.271
13102,161,3,1340.9,Particular,0.907
13103,144,5,1625.71,Profesional,0.193
13104,360,4,1209.76,Particular,0.244
13106,741,3,715.9300000000001,Particular,0.572
13107,66,10,2387.7400000000002,Particular,0.108
13108,1015,1,50.71,Particular,0.549
13109,237,2,342.25,Particular,0.308
13110,614,1,392.19,Profesional,0.737
13111,423,7,1271.77,Particular,0.078
13112,302,5,766.76,Profesional,0.918
13113,200,2,763.76,Empresa,0.478
13114,24,6,1222.22,Particular,0.734
13115,680,3,780.5,Particular,0.705
13116,878,3,1114.78,Particular,0.178
13117,964,2,735.95,Particular,0.88
13118,425,3,771.05,Particular,0.233
13119,214,2,205.12,Profesional,0.191
13120,352,5,1107.5,Empresa,0.521
13121,103,2,259.96999999999997,Profesional,0.985
13122,365,5,1672.38,Particular,0.313
13123,699,6,1168.0800000000002,Particular,0.964
13124,303,2,460.45000000000005,Particular,0.435
13125,101,4,1596.13,Particular,0.835
13126,176,3,769.14,Particular,0.53
13127,45,6,1983.6,Particular,0.205
13128,436,8,2403.6,Profesional,0.88
13129,23,1,142.3,Profesional,0.072
13130,110,4,1008.29,Particular,0.683
13131,42,4,1650.5,Profesional,0.831
13132,367,8,2163.63,Particular,0.832
13133,396,6,1481.4,Particular,0.655
13134,103,8,1873.94,Profesional,0.251
13135,450,3,609.97,Empresa,0.532
13136,69,2,744.61,Particular,0.63
13137,927,2,308.63,Particular,0.89
13138,90,2,862.0699999999999,Profesional,0.16
13139,12,2,288.65,Particular,0.465
13140,949,2,712.9300000000001,Particular,0.333
13142,128,3,574.1600000000001,Profesional,0.183
13143,25,4,1210.33,Particular,0.217
13144,179,9,2924.88,Profesional,0.77
13145,85,5,1179.77,Particular,0.478
13146,236,5,1835.23,Particular,0.514
13147,235,3,509.27,Profesional,0.897
13148,329,6,1539.92,Particular,0.24
13149,186,3,830.78,Particular,0.329
13150,110,6,1459.29,Particular,0.309
13151,1282,1,48.06,Profesional,0.659
13152,171,2,841.45,Particular,0.562
13153,461,2,822.31,Particular,0.472
13154,320,2,279.3,Particular,0.668
13155,89,3,1002.88,Particular,0.484
13156,10,3,802.0,Particular,0.816
13157,104,7,2486.74,Profesional,0.41
13158,244,5,1076.58,Particular,0.891
13159,31,3,1024.2,Particular,0.12
13160,1410,1,49.72,Particular,0.094
13161,402,6,1914.3899999999999,Profesional,0.656
13162,440,4,1498.54,Particular,0.39
13163,294,4,767.34,Particular,0.456
13164,509,3,681.5799999999999,Profesional,0.696
13165,392,4,957.4399999999999,Particular,0.215
13166,990,2,573.56,Particular,0.044
13167,19,10,3383.4,Particular,0.439
13168,2,5,2047.81,Profesional,0.895
13169,494,3,777.51,Particular,0.451
13170,806,2,452.45,Profesional,0.572
13171,170,6,905.49,Particular,0.208
13172,14,6,1243.35,Particular,0.464
13173,72,5,1649.35,Particular,0.481
13174,232,3,792.25,Empresa,0.235
13175,394,2,537.63,Particular,0.164
13176,282,2,354.2,Particular,0.35
13177,159,4,1203.93,Particular,0.039
13178,437,5,1569.04,Particular,0.166
13179,131,6,1767.5700000000002,Particular,0.731
13181,32,8,2727.11,Particular,0.313
13182,152,4,895.75,Particular,0.551
13183,24,4,567.84,Profesional,0.829
13184,479,4,1004.04,Empresa,0.839
13185,50,3,239.88,Particular,0.654
13186,17,3,563.04,Particular,0.124
13187,472,2,414.74,Particular,0.163
13188,412,5,1421.87,Particular,0.292
13189,809,3,1049.4,Particular,0.671
13190,217,8,2084.34,Particular,0.258
13191,414,3,672.55,Profesional,0.464
13192,232,5,2187.85,Particular,0.826
13193,162,6,2284.4,Particular,0.892
13194,679,1,147.36,Particular,0.839
13195,340,5,1149.92,Particular,0.116
13196,40,4,1169.66,Profesional,0.911
13197,907,4,906.9300000000001,Particular,0.684
13198,987,6,1030.15,Empresa,0.619
13199,1167,1,91.87,Particular,0.248
13200,225,5,1810.98,Particular,0.928
13201,520,4,1763.69,Empresa,0.017
13202,275,5,2207.46,Particular,0.082
13203,165,4,858.79,Particular,0.154
13204,126,5,1880.44,Profesional,0.694
13205,459,4,611.54,Particular,0.623
13206,636,6,1447.26,Particular,0.945
13207,286,3,379.52,Particular,0.349
13208,360,5,1537.15,Particular,0.348
13209,74,4,1108.5,Particular,0.67
13210,808,4,667.4200000000001,Profesional,0.174
13211,366,3,1200.95,Particular,0.464
13212,514,5,1603.67,Particular,0.015
13213,543,3,798.49,Particular,0.592
13214,128,11,3140.07,Particular,0.784
13215,319,4,784.78,Particular,0.204
13216,33,4,1199.72,Particular,0.307
13217,56,5,1341.52,Profesional,0.132
13218,218,5,1793.79,Particular,0.616
13219,464,4,1367.31,Particular,0.564
13220,528,9,2928.82,Particular,0.826
13221,88,6,1644.04,Particular,0.97
13222,8,5,1787.3899999999999,Profesional,0.984
13223,97,4,1025.51,Particular,0.107
13224,516,4,1144.88,Particular,0.553
13225,69,2,518.73,Particular,0.79
13226,1057,1,210.67,Particular,0.659
13227,889,6,1692.74,Empresa,0.897
13228,91,3,706.09,Particular,0.442
13229,348,3,528.64,Particular,0.427
13230,618,3,522.01,Particular,0.026
13231,1184,1,209.83,Particular,0.016
13232,133,3,1249.02,Particular,0.693
13233,583,2,485.94000000000005,Profesional,0.471
13234,262,8,1992.7600000000002,Particular,0.66
13235,172,4,1340.27,Profesional,0.238
13236,409,4,950.74,Particular,0.863
13237,918,2,442.45,Profesional,0.903
13238,31,2,294.7,Particular,0.662
13239,171,3,749.7,Particular,0.278
13240,167,3,669.1800000000001,Profesional,0.216
13241,69,4,739.95,Particular,0.625
13242,327,3,1103.02,Particular,0.941
13243,227,5,1613.35,Profesional,0.578
13244,731,3,767.02,Particular,0.839
13245,465,1,233.05,Particular,0.565
13246,336,4,1032.26,Profesional,0.675
13247,162,4,1494.43,Empresa,0.568
13248,1074,2,830.78,Profesional,0.575
13249,1281,1,189.86,Particular,0.739
13250,204,9,1618.94,Particular,0.396
13251,702,4,972.46,Profesional,0.904
13252,221,6,1719.76,Particular,0.863
13253,177,4,902.79,Profesional,0.725
13254,283,5,827.3,Particular,0.743
13255,192,4,1447.9099999999999,Particular,0.413
13256,455,4,1316.83,Particular,0.833
13257,904,1,289.94,Empresa,0.933
13258,802,3,711.88,Particular,0.795
13259,27,10,2696.99,Empresa,0.133
13260,49,6,1476.11,Profesional,0.787
13261,286,3,456.51,Profesional,0.465
13262,1025,2,460.96000000000004,Profesional,0.609
13263,1271,1,294.49,Profesional,0.991
13264,210,5,1364.54,Profesional,0.359
13265,290,4,1270.33,Particular,0.349
13266,67,4,873.9200000000001,Particular,0.263
13267,355,2,597.0799999999999,Particular,0.127
13268,12,4,844.7700000000001,Particular,0.168
13269,170,4,1236.26,Particular,0.514
13270,373,3,842.8499999999999,Particular,0.91
13271,1256,1,424.1,Profesional,0.81
13272,79,7,2843.62,Particular,0.182
13273,120,1,333.79,Particular,0.562
13274,1222,1,90.1,Profesional,0.847
13275,192,8,2168.87,Particular,0.539
13276,139,4,844.67,Particular,0.911
13277,809,1,190.53,Profesional,0.908
13278,90,5,1602.1000000000001,Particular,0.348
13279,470,4,965.3199999999999,Particular,0.874
13280,24,6,1422.1100000000001,Particular,0.585
13281,328,1,462.62,Particular,0.48
13282,522,3,537.5799999999999,Profesional,0.774
13283,369,4,735.81,Particular,0.79
13284,257,1,47.2,Empresa,0.675
13285,405,3,632.84,Particular,0.811
13286,164,7,2320.78,Particular,0.951
13287,223,2,805.05,Profesional,0.873
13288,402,3,958.1099999999999,Profesional,0.074
13289,1026,2,262.28,Particular,0.85
13290,43,5,1518.15,Particular,0.782
13291,168,1,467.67,Profesional,0.927
13292,79,3,367.86,Particular,0.74
13293,134,6,1491.02,Particular,0.878
13294,187,4,997.88,Profesional,0.01
13295,102,1,96.52,Particular,0.978
13296,1178,1,426.62,Particular,0.191
13297,208,7,2458.07,Particular,0.864
13298,133,4,603.46,Profesional,0.93
13299,865,3,859.26,Particular,0.002
13300,39,5,1402.58,Profesional,0.914
13301,789,3,524.9100000000001,Particular,0.829
13302,220,4,342.22,Particular,0.922
13303,380,4,934.5799999999999,Particular,0.177
13304,532,6,1680.52,Particular,0.777
13305,258,3,1100.92,Particular,0.487
13306,269,6,2051.44,Particular,0.258
13307,228,3,621.3199999999999,Profesional,0.756
13308,816,4,1104.22,Profesional,0.473
13309,909,4,1115.27,Particular,0.9
13310,1101,2,437.57,Profesional,0.711
13311,218,5,1656.23,Particular,0.139
13312,75,4,1290.8,Particular,0.251
13313,780,3,946.19,Particular,0.265
13314,212,8,1690.51,Particular,0.344
13315,237,3,781.9,Particular,0.666
13316,272,4,1700.02,Particular,0.894
13317,438,3,700.93,Particular,0.594
13318,203,5,1853.85,Particular,0.752
13319,311,8,2248.91,Empresa,0.317
13320,160,2,623.55,Profesional,0.522
13321,601,3,645.96,Particular,0.504
13322,177,7,1814.04,Profesional,0.701
13323,498,1,370.47,Particular,0.518
13324,248,7,1869.24,Profesional,0.334
13325,446,3,247.73000000000002,Particular,0.244
13326,657,4,1022.6999999999999,Particular,0.255
13327,1205,1,107.56,Particular,0.981
13328,372,4,973.6899999999999,Particular,0.357
13329,20,3,338.64,Particular,0.807
13330,6,5,1631.53,Particular,0.071
13331,10,6,1500.2,Particular,0.09
13332,495,5,839.93,Particular,0.686
13333,70,4,1176.0700000000002,Profesional,0.457
13334,771,3,1198.64,Particular,0.88
13335,333,3,721.4300000000001,Profesional,0.862
13336,548,4,800.0699999999999,Particular,0.756
13338,708,1,377.71,Particular,0.871
13339,229,3,1114.6,Profesional,0.784
13341,171,5,1243.76,Particular,0.265
13342,294,5,1430.47,Particular,0.787
13343,884,3,868.6800000000001,Particular,0.318
13344,652,3,936.2,Particular,0.245
13345,1286,3,778.24,Particular,0.172
13346,411,2,366.79999999999995,Profesional,0.627
13347,1082,5,1939.63,Profesional,0.242
13348,142,2,608.1600000000001,Profesional,0.375
13349,831,3,798.73,Particular,0.709
13350,239,6,1660.92,Particular,0.794
13351,153,6,1838.22,Particular,0.315
13352,219,2,602.54,Profesional,0.843
13353,191,5,1937.42,Particular,0.058
13354,470,6,2059.39,Particular,0.986
13356,305,4,524.34,Particular,0.325
13357,96,4,1762.13,Particular,0.924
13358,510,1,142.56,Particular,0.132
13359,5,4,709.79,Particular,0.358
13360,91,5,1433.2,Profesional,0.359
13361,474,4,1471.28,Particular,0.424
13362,424,4,922.81,Particular,0.848
13364,191,2,648.1700000000001,Particular,0.592
13365,50,7,1416.6599999999999,Particular,0.992
13366,17,5,962.94,Particular,0.844
13367,26,5,847.78,Particular,0.681
13368,210,4,933.7,Particular,0.199
13369,287,6,1581.3799999999999,Profesional,0.55
13370,831,3,894.35,Particular,0.214
13371,1145,6,1017.51,Profesional,0.302
13372,76,5,1698.05,Particular,0.686
13373,135,5,1285.6,Particular,0.184
13374,49,4,1443.32,Empresa,0.091
13375,31,7,1539.68,Particular,0.532
13376,485,3,1000.4,Particular,0.001
13377,372,4,1292.8,Particular,0.609
13378,268,4,348.21999999999997,Particular,0.901
13379,1180,2,666.0,Particular,0.19
13380,83,8,1378.05,Particular,0.383
13381,1162,1,353.81,Particular,0.916
13382,70,4,1145.3,Particular,0.704
13383,416,1,467.1,Profesional,0.135
13384,25,4,1291.2,Particular,0.382
13386,224,4,1054.73,Particular,0.665
13387,379,3,955.28,Particular,0.156
13388,459,2,320.47,Particular,0.062
13389,951,3,1179.75,Particular,0.682
13390,367,6,1477.48,Particular,0.609
13391,713,2,769.22,Profesional,0.059
13392,314,2,735.7,Profesional,0.975
13393,864,1,51.56,Particular,0.252
13394,132,6,1216.17,Profesional,0.386
13395,536,4,1750.52,Profesional,0.178
13397,372,7,2003.1,Empresa,0.963
13398,961,4,771.52,Particular,0.213
13399,402,5,1566.28,Particular,0.283
13400,238,9,3236.44,Particular,0.707
13401,237,4,688.39,Profesional,0.528
13402,231,4,1210.83,Particular,0.105
13403,29,4,938.65,Particular,0.929
13404,420,5,1700.65,Particular,0.611
13405,490,4,454.30999999999995,Particular,0.301
13406,419,2,612.0799999999999,Particular,0.49
13407,241,6,1751.88,Profesional,0.5
13408,273,7,2330.4100000000003,Particular,0.525
13409,316,2,886.75,Particular,0.497
13410,504,5,1652.49,Profesional,0.562
13411,87,3,508.66,Particular,0.393
13412,421,4,1552.72,Particular,0.146
13413,88,2,883.6800000000001,Particular,0.665
13414,279,3,1006.15,Profesional,0.792
13415,22,3,1040.92,Particular,0.841
13416,85,7,1868.51,Particular,0.022
13417,68,6,1381.0700000000002,Particular,0.405
13418,115,10,2968.58,Profesional,0.978
13419,175,6,1731.46,Particular,0.063
13420,177,3,857.28,Particular,0.786
13421,130,5,1203.14,Particular,0.126
13422,185,5,1457.54,Particular,0.825
13423,628,2,616.37,Particular,0.672
13424,44,6,1172.55,Particular,0.725
13425,69,2,654.67,Profesional,0.977
13426,3,4,980.61,Empresa,0.939
13427,537,2,435.5,Particular,0.304
13428,3,6,1800.81,Particular,0.375
13429,156,4,580.8000000000001,Particular,0.407
13430,376,6,1460.59,Profesional,0.181
13431,605,3,524.7,Particular,0.381
13432,67,2,718.5699999999999,Particular,0.979
13433,60,7,1733.21,Profesional,0.49
13434,18,7,1797.23,Profesional,0.953
13435,131,6,1290.42,Particular,0.071
13436,142,1,91.76,Particular,0.039
13437,784,2,705.7,Particular,0.575
13438,422,3,954.53,Particular,0.736
13439,184,2,715.09,Profesional,0.217
13440,81,4,866.16,Particular,0.503
13441,393,1,52.06,Particular,0.873
13442,39,6,1809.61,Profesional,0.762
13443,884,4,866.53,Particular,0.232
13444,142,3,826.21,Particular,0.334
13445,723,3,851.9,Particular,0.306
13446,1089,1,45.25,Profesional,0.72
13447,290,4,1026.02,Particular,0.968
13448,488,3,466.42,Particular,0.28
13449,207,3,697.3199999999999,Particular,0.588
13450,584,4,1047.18,Profesional,0.989
13451,170,4,1036.87,Particular,0.158
13452,311,6,1805.54,Particular,0.659
13453,558,4,1227.16,Empresa,0.332
13454,96,6,1559.5900000000001,Profesional,0.992
13455,594,3,533.54,Empresa,0.109
13456,33,5,2052.39,Particular,0.451
13457,48,5,1187.76,Profesional,0.255
13458,251,3,465.09000000000003,Particular,0.032
13459,863,3,974.99,Particular,0.964
13460,136,2,358.55,Particular,0.568
13461,179,4,1442.18,Particular,0.701
13462,207,3,1068.68,Particular,0.62
13463,36,3,786.6400000000001,Particular,0.148
13464,0,4,1350.75,Profesional,0.171
13465,1367,2,697.36,Particular,0.626
13466,431,6,1153.85,Particular,0.78
13467,301,7,2132.59,Particular,0.611
13468,383,3,1072.75,Profesional,0.57
13469,732,3,799.19,Particular,0.746
13470,503,5,1120.79,Particular,0.244
13471,157,5,1054.4,Particular,0.732
13472,434,3,1202.27,Profesional,0.411
13473,695,1,212.99,Particular,0.674
13474,1426,1,449.26,Particular,0.275
13475,638,3,763.47,Particular,0.137
13476,231,3,645.5799999999999,Profesional,0.029
13477,490,3,916.69,Particular,0.803
13478,123,3,895.31,Particular,0.197
13479,549,2,356.93,Particular,0.363
13480,174,5,1268.34,Empresa,0.769
13481,907,4,352.7,Particular,0.45
13482,53,2,618.89,Particular,0.218
13483,211,1,448.17,Particular,0.195
13484,857,2,305.75,Particular,0.408
13485,53,3,689.45,Particular,0.565
13486,503,4,798.09,Particular,0.392
13487,164,8,2562.06,Empresa,0.905
13488,331,3,564.9100000000001,Particular,0.004
13489,314,4,1289.81,Profesional,0.402
13490,110,3,1393.32,Particular,0.743
13491,464,3,902.64,Profesional,0.891
13492,275,4,1321.19,Particular,0.358
13493,131,1,232.54,Particular,0.674
13494,56,6,1728.84,Particular,0.58
13495,485,6,1731.06,Profesional,0.202
13496,34,5,1611.73,Profesional,0.681
13497,243,6,1409.33,Particular,0.25
13498,1140,3,580.1099999999999,Particular,0.784
13499,685,2,803.25,Particular,0.866
13500,14,7,2475.77,Particular,0.478
13501,194,4,756.6500000000001,Particular,0.054
13502,745,2,373.82000000000005,Particular,0.737
13503,206,5,2006.8799999999999,Particular,0.467
13505,75,5,1327.25,Profesional,0.331
13506,1168,3,828.67,Particular,0.291
13507,180,7,2427.85,Profesional,0.726
13508,582,9,1697.8999999999999,Particular,0.424
13509,376,8,2441.62,Profesional,0.587
13510,1154,3,723.72,Particular,0.501
13511,281,4,1502.32,Profesional,0.724
13512,671,4,1315.08,Particular,0.718
13513,239,3,958.77,Particular,0.449
13514,505,2,642.49,Particular,0.135
13515,587,3,1383.85,Particular,0.408
13516,94,9,2124.38,Particular,0.16
13517,325,1,51.34,Particular,0.959
13518,423,5,1377.9,Profesional,0.95
13519,452,2,378.94,Particular,0.457
13520,328,5,1240.63,Particular,0.028
13521,5,4,721.05,Particular,0.375
13522,867,3,981.0699999999999,Particular,0.895
13523,56,5,1441.87,Particular,0.288
13524,1365,1,366.43,Profesional,0.622
13525,88,10,2870.94,Particular,0.184
13526,325,2,634.67,Particular,0.825
13527,2,6,1581.77,Particular,0.892
13528,101,5,1346.86,Particular,0.615
13529,338,6,1155.09,Particular,0.624
13530,393,4,1501.8200000000002,Particular,0.379
13531,999,1,98.79,Empresa,0.707
13532,245,3,541.77,Particular,0.478
13533,83,4,1139.8799999999999,Particular,0.745
13534,295,5,1153.95,Particular,0.969
13535,612,4,776.22,Profesional,0.822
13536,41,7,1206.87,Profesional,0.517
13537,415,5,2286.61,Particular,0.979
13538,233,3,1221.98,Profesional,0.607
13539,638,5,1640.1,Particular,0.065
13540,162,3,924.76,Particular,0.73
13541,428,3,727.9000000000001,Profesional,0.82
13542,14,8,2413.87,Profesional,0.135
13543,105,4,1347.54,Profesional,0.679
13544,511,4,1007.49,Profesional,0.921
13545,27,5,1081.8700000000001,Empresa,0.251
13546,219,2,847.3299999999999,Particular,0.585
13547,148,2,803.71,Particular,0.275
13548,103,1,226.39,Particular,0.774
13549,7,4,1353.79,Profesional,0.581
13550,419,5,1218.21,Particular,0.428
13551,718,2,539.51,Particular,0.029
13552,209,5,1651.8600000000001,Profesional,0.945
13553,2,4,1522.09,Empresa,0.498
13554,120,4,1054.72,Particular,0.804
13555,233,2,310.70000000000005,Particular,0.392
13556,263,3,652.0699999999999,Particular,0.849
13557,1220,2,251.66000000000003,Particular,0.16
13558,209,4,1270.49,Particular,0.231
13559,1211,4,1743.56,Profesional,0.333
13560,80,3,918.0,Particular,0.089
13561,202,1,433.29,Particular,0.444
13562,180,8,2632.7799999999997,Particular,0.486
13563,91,4,1645.1,Particular,0.115
13564,114,4,1087.83,Particular,0.427
13565,112,5,1991.95,Profesional,0.197
13567,348,3,827.32,Particular,0.509
13568,13,5,1822.01,Profesional,0.952
13569,1170,2,700.1800000000001,Particular,0.341
13570,224,7,2162.37,Particular,0.341
13572,99,3,939.22,Particular,0.268
13573,55,4,716.02,Particular,0.784
13574,116,4,881.75,Particular,0.283
13575,107,4,1229.19,Particular,0.288
13576,264,4,1133.33,Particular,0.047
13577,274,4,793.95,Particular,0.965
13578,917,1,98.48,Particular,0.886
13579,604,2,156.99,Particular,0.293
13580,249,2,531.91,Particular,0.521
13581,416,4,1113.0,Particular,0.483
13582,700,2,516.98,Profesional,0.088
13583,122,4,643.52,Particular,0.531
13584,926,2,978.5699999999999,Particular,0.113
13585,130,3,880.86,Particular,0.434
13586,253,3,605.2,Particular,0.088
13587,783,6,2249.5,Empresa,0.589
13588,59,3,694.04,Particular,0.049
13589,24,4,1139.95,Particular,0.628
13590,388,8,2086.05,Profesional,0.707
13591,393,5,798.21,Particular,0.571
13592,1096,2,109.59,Particular,0.469
13593,90,4,1022.58,Profesional,0.061
13594,52,3,899.6700000000001,Profesional,0.011
13595,1045,2,416.15000000000003,Particular,0.342
13596,448,6,2053.84,Particular,0.771
13597,627,4,921.07,Profesional,0.647
13598,49,4,1737.02,Particular,0.125
13599,54,6,2220.44,Particular,0.688
13600,275,1,150.66,Particular,0.575
13601,131,4,1108.25,Particular,0.167
13602,136,5,1667.52,Particular,0.755
13603,257,2,487.53999999999996,Particular,0.83
13604,537,3,1039.68,Profesional,0.233
13605,67,5,1886.2099999999998,Particular,0.636
13606,96,4,878.98,Particular,0.378
13607,574,5,629.16,Particular,0.058
13608,200,2,731.4,Profesional,0.861
13609,126,3,836.12,Particular,0.821
13610,361,4,1333.97,Particular,0.318
13611,906,3,541.96,Particular,0.532
13612,18,4,934.3299999999999,Particular,0.512
13613,550,3,545.47,Profesional,0.177
13615,382,2,358.21,Particular,0.844
13616,153,4,814.24,Profesional,0.867
13617,33,4,1303.37,Particular,0.725
13618,1,8,2756.74,Particular,0.073
13619,814,3,520.45,Particular,0.909
13620,466,7,1243.58,Particular,0.981
13621,615,4,1343.44,Particular,0.776
13622,76,3,790.04,Particular,0.353
13623,336,4,1650.93,Particular,0.406
13624,231,5,1580.1399999999999,Particular,0.87
13625,206,10,2892.1,Particular,0.28
13626,196,6,1569.46,Profesional,0.142
13627,417,2,690.61,Profesional,0.823
13628,420,1,199.86,Particular,0.193
13629,244,2,877.4300000000001,Profesional,0.907
13630,518,3,948.39,Particular,0.596
13631,103,5,1044.28,Particular,0.555
13632,300,5,1884.1000000000001,Particular,0.776
13633,128,2,556.39,Particular,0.016
13634,173,7,1771.96,Particular,0.714
13635,257,4,1116.96,Particular,0.598
13636,24,5,1827.65,Particular,0.524
13637,0,3,1002.6899999999999,Particular,0.217
13638,249,5,2385.9,Profesional,0.829
13639,391,1,418.02,Particular,0.251
13640,238,5,1546.56,Particular,0.49
13641,93,5,1224.6699999999998,Profesional,0.158
13642,190,9,2138.18,Particular,0.974
13643,118,3,645.71,Particular,0.195
13644,391,5,1396.83,Particular,0.803
13645,1103,4,1329.46,Profesional,0.263
13646,466,4,1125.85,Profesional,0.256
13647,428,6,1157.97,Particular,0.422
13648,282,4,774.12,Particular,0.846
13649,109,5,1584.84,Particular,0.688
13650,34,4,866.05,Particular,0.872
13651,186,8,1876.06,Profesional,0.047
13652,873,3,1091.32,Particular,0.956
13653,259,5,808.25,Particular,0.077
13654,22,8,2688.7,Particular,0.721
13655,26,6,1821.02,Particular,0.207
13656,381,4,1187.46,Empresa,0.841
13657,588,1,290.75,Profesional,0.862
13658,188,4,679.05,Particular,0.551
13659,98,4,554.43,Profesional,0.403
13660,115,3,858.87,Particular,0.793
13662,626,2,747.0899999999999,Particular,0.738
13663,1101,1,53.28,Particular,0.907
13664,220,8,2052.45,Particular,0.627
13665,410,1,515.54,Particular,0.67
13666,565,2,212.41,Particular,0.572
13667,20,5,986.53,Particular,0.488
13668,255,7,1735.48,Particular,0.655
13669,159,6,1758.96,Particular,0.561
13670,584,3,1028.78,Particular,0.731
13671,987,2,736.8199999999999,Profesional,0.934
13672,1080,3,502.94,Particular,0.373
13673,180,5,1761.42,Particular,0.411
13674,418,5,1431.8200000000002,Particular,0.015
13675,921,1,146.71,Particular,0.527
13676,398,8,1374.15,Particular,0.131
13677,24,7,2356.52,Particular,0.716
13678,1138,2,385.01,Particular,0.78
13679,243,4,1323.15,Profesional,0.723
13680,324,2,147.49,Particular,0.547
13681,256,3,947.9,Particular,0.534
13682,492,5,994.74,Particular,0.647
13683,16,4,844.99,Particular,0.555
13684,382,2,483.65,Particular,0.75
13685,170,3,1190.58,Particular,0.895
13686,327,6,1035.96,Particular,0.536
13687,634,2,796.84,Profesional,0.11
13688,598,6,1627.1599999999999,Particular,0.131
13689,634,6,1714.34,Profesional,0.376
13690,172,5,1541.88,Particular,0.496
13691,144,6,1418.02,Particular,0.225
13692,445,5,907.79,Particular,0.453
13693,917,1,164.28,Particular,0.136
13694,307,1,438.17,Particular,0.241
13696,510,3,942.1,Particular,0.986
13697,1,4,782.3199999999999,Profesional,0.186
13698,505,3,1218.95,Profesional,0.339
13699,79,6,1910.88,Particular,0.351
13700,78,6,1855.1499999999999,Particular,0.223
13701,49,5,1367.07,Particular,0.204
13702,889,3,445.53,Profesional,0.132
13703,154,5,1283.58,Profesional,0.908
13704,114,9,1847.85,Particular,0.649
13705,307,3,752.5,Particular,0.29
13706,63,5,1300.55,Particular,0.258
13707,439,3,1062.97,Profesional,0.59
13708,344,4,1146.06,Profesional,0.697
13709,471,6,1326.5900000000001,Particular,0.253
13710,720,1,435.5,Particular,0.347
13711,158,3,1493.18,Particular,0.291
13712,58,4,994.2900000000001,Particular,0.088
13713,103,9,2414.33,Profesional,0.387
13714,127,8,2116.37,Particular,0.534
13715,233,4,1022.16,Particular,0.655
13716,31,6,1759.5,Particular,0.417
13717,891,1,539.97,Particular,0.983
13718,336,5,2206.18,Particular,0.626
13719,1015,3,703.48,Profesional,0.887
13720,28,5,1497.64,Particular,0.916
13721,176,2,745.6500000000001,Particular,0.821
13722,291,3,594.6800000000001,Particular,0.27
13723,358,3,1048.48,Particular,0.431
13724,1095,1,217.93,Particular,0.0
13725,662,2,651.3,Particular,0.451
13726,316,2,839.25,Particular,0.294
13727,240,1,157.26,Particular,0.112
13728,944,2,709.95,Profesional,0.839
13729,369,1,324.75,Particular,0.673
13730,190,2,513.36,Particular,0.999
13731,707,2,202.76,Particular,0.498
13732,38,7,2423.56,Profesional,0.331
13733,13,5,1181.08,Particular,0.264
13734,448,3,1228.1100000000001,Particular,0.435
13735,983,4,1372.8799999999999,Particular,0.31
13736,254,5,1506.83,Particular,0.991
13737,339,2,382.06,Profesional,0.183
13738,121,5,1736.54,Profesional,0.019
13739,75,5,1862.98,Particular,0.13
13740,75,7,2069.5,Profesional,0.892
13741,0,4,1043.33,Particular,0.694
13742,555,2,850.42,Particular,0.784
13743,70,2,996.25,Profesional,0.32
13744,174,6,1489.92,Particular,0.623
13745,398,6,1952.66,Particular,0.708
13746,332,3,744.2,Profesional,0.326
13747,487,2,906.51,Particular,0.725
13748,289,7,1754.19,Particular,0.63
